ID;VL_FATU;VL_SLDO;DT_ABRT;DS_CNAE;DT_REFE;IDADE_ANOS;MOMENTO_VIDA;VL_TOTAL_RECEBIDO;VL_TOTAL_PAGO
CNPJ_06726;205756;-29350;2023-10-23;Telecomunicações sem fio;2025-05-31;2;Expansão;0;371
CNPJ_06755;17977888;-153026;2020-11-08;Construção de edifícios;2025-05-31;5;Maturidade;38;34
CNPJ_06727;14228834;-35752;2006-03-15;Construção de edifícios;2025-05-31;19;Declínio;12630;4656
CNPJ_06729;2196588;-214173;2019-07-10;Transporte rodoviário de carga;2025-05-31;6;Maturidade;7321;4783
CNPJ_06730;10842233;667180;2017-03-18;Armazenamento geral;2025-05-31;8;Maturidade;14;0
CNPJ_06731;71720;3627;2021-03-22;Construção de barragens;2025-05-31;4;Expansão;44;0
CNPJ_06732;8298051;-607948;2007-12-03;Produção de ferro-gusa;2025-05-31;17;Declínio;4671;5846
CNPJ_06733;119083;10344;2020-08-06;Geração de energia elétrica;2025-05-31;5;Maturidade;115;0
CNPJ_06734;1398506;-35977;2020-06-20;Comércio atacadista de calçados;2025-05-31;5;Maturidade;43858;46683
CNPJ_06735;237676;14516;2019-11-25;Fabricação de móveis;2025-05-31;6;Maturidade;4728;3897
CNPJ_06728;2937610;-46268;2014-11-10;Comércio atacadista de tecidos;2025-05-31;11;Declínio;0;23
CNPJ_06756;1049049;46503;2021-07-12;Televisão por assinatura;2025-05-31;4;Expansão;0;47
CNPJ_06757;1398602;77703;2018-06-16;Educação superior;2025-05-31;7;Maturidade;85;14
CNPJ_06758;28783522;2489811;2004-01-12;Administração pública;2025-05-31;21;Declínio;3516;296
CNPJ_06779;170464;-10812;2021-04-25;Fabricação de caminhões e ônibus;2025-05-31;4;Expansão;0;2219
CNPJ_06780;2873575;-57863;2014-05-04;Armazenamento geral;2025-05-31;11;Declínio;835159;245032
CNPJ_06781;288623;12496;2021-11-18;Comércio atacadista de bebidas;2025-05-31;4;Expansão;499;0
CNPJ_06782;904833;-50085;2014-10-26;Consultoria empresarial;2025-05-31;11;Declínio;220;0
CNPJ_06783;276526;28406;2020-03-06;Fabricação de móveis;2025-05-31;5;Maturidade;6807;2234
CNPJ_06784;2961507;59243;2016-02-01;Produção cinematográfica;2025-05-31;9;Maturidade;0;164
CNPJ_06785;788047;-32909;2020-09-11;Obras de infraestrutura elétrica;2025-05-31;5;Maturidade;131;0
CNPJ_06778;2398791;-79215;2022-05-17;Cultivo de trigo;2025-05-31;3;Expansão;29911;40966
CNPJ_06786;1772226;-212730;2021-10-16;Cultivo de arroz;2025-05-31;4;Expansão;17;0
CNPJ_06788;180149;9078;2022-10-18;Seguros de vida;2025-05-31;3;Expansão;0;54
CNPJ_06789;883833;26937;2015-04-13;Comércio atacadista de tecidos;2025-05-31;10;Declínio;565;0
CNPJ_06790;71944;701;2023-06-20;Construção de barragens;2025-05-31;2;Expansão;1251;42
CNPJ_06791;2135388;175656;2016-08-19;Fabricação de móveis;2025-05-31;9;Maturidade;0;0
CNPJ_06792;69982;2119;2023-04-09;Obras de infraestrutura elétrica;2025-05-31;2;Expansão;13290400;3576072
CNPJ_06793;2946131;-289585;2017-05-25;Comércio varejista de combustíveis;2025-05-31;8;Maturidade;0;223
CNPJ_06794;2784564;5640;2020-06-02;Consultoria empresarial;2025-05-31;5;Maturidade;4923;0
CNPJ_06787;182884598;-2038009;2004-06-18;Produção de ferro-gusa;2025-05-31;21;Declínio;1556087;831699
CNPJ_06718;144527087;10291298;2000-08-21;Comércio varejista de alimentos;2025-05-31;25;Declínio;3786;0
CNPJ_06777;190137;1336;2021-05-04;Saneamento básico;2025-05-31;4;Expansão;159685;19620
CNPJ_06775;20505131;-1719638;2006-08-30;Montagem industrial;2025-05-31;19;Declínio;0;4727
CNPJ_06759;2142118;41083;2016-02-19;Montagem industrial;2025-05-31;9;Maturidade;0;131038
CNPJ_06760;16312976;1145617;2021-06-01;Fabricação de automóveis;2025-05-31;4;Expansão;127;0
CNPJ_06761;770782;-88844;2019-09-17;Hotéis e pousadas;2025-05-31;6;Maturidade;0;216
CNPJ_06762;1800450;-166669;2017-09-30;Fabricação de automóveis;2025-05-31;8;Maturidade;0;48
CNPJ_06763;25570961;2195339;2004-08-02;Padaria e confeitaria;2025-05-31;21;Declínio;0;514
CNPJ_06764;2815242;132878;2018-01-28;Cultivo de trigo;2025-05-31;7;Maturidade;40;90
CNPJ_06765;8054635;439537;2017-09-19;Produção cinematográfica;2025-05-31;8;Maturidade;0;0
CNPJ_06776;246403;5879;2023-02-22;Cultivo de milho;2025-05-31;2;Expansão;6189;0
CNPJ_06766;10680725;1233883;2001-08-24;Comércio varejista de combustíveis;2025-05-31;24;Declínio;362154;171886
CNPJ_06768;1370910;96051;2019-08-20;Produção cinematográfica;2025-05-31;6;Maturidade;107;4876
CNPJ_06769;402482;12045;2017-10-02;Distribuição de energia elétrica;2025-05-31;8;Maturidade;587142;221806
CNPJ_06770;827868;14754;2019-04-02;Fabricação de produtos químicos;2025-05-31;6;Maturidade;912364;86557
CNPJ_06771;1064812;142711;2015-04-30;Produção cinematográfica;2025-05-31;10;Declínio;266;0
CNPJ_06772;150149;3381;2021-07-26;Extração de minério de ferro;2025-05-31;4;Expansão;29923;28191
CNPJ_06773;48216886;-1774402;2013-07-28;Fabricação de papel;2025-05-31;12;Declínio;0;0
CNPJ_06774;2260360;-225999;2020-10-23;Planos de saúde;2025-05-31;5;Maturidade;0;2146
CNPJ_06767;2979265;330690;2022-01-08;Transporte ferroviário de carga;2025-05-31;3;Expansão;0;0
CNPJ_06563;107378;-8347;2021-08-01;Cultivo de milho;2025-05-31;4;Expansão;0;61
CNPJ_06252;77567;3867;2021-08-09;Seguros de vida;2025-05-31;4;Expansão;2418;0
CNPJ_06561;181399;20289;2019-07-29;Seguros de vida;2025-05-31;6;Maturidade;78;0
CNPJ_06350;18990363;-37303;2005-06-27;Restaurantes e similares;2025-05-31;20;Declínio;0;23
CNPJ_06351;23639744;-692458;2000-09-19;Construção de barragens;2025-05-31;25;Declínio;116;0
CNPJ_06352;219419;-9669;2021-02-17;Comércio atacadista de bebidas;2025-05-31;4;Expansão;0;0
CNPJ_06353;1112843;-117923;2016-08-16;Atividades de bancos múltiplos;2025-05-31;9;Maturidade;0;0
CNPJ_06354;3396743;-141112;2013-06-26;Padaria e confeitaria;2025-05-31;12;Declínio;0;82479
CNPJ_06355;157889;-6374;2023-11-13;Serviços de tecnologia da informação;2025-05-31;2;Expansão;253;0
CNPJ_06356;302172;26033;2022-10-22;Produção de ferro-gusa;2025-05-31;3;Expansão;0;4733
CNPJ_06357;129418;9033;2020-10-24;Comércio atacadista de medicamentos;2025-05-31;5;Maturidade;14689;1967228
CNPJ_06358;2648844;-34974;2016-11-21;Produção de ferro-gusa;2025-05-31;9;Maturidade;1827286;378077
CNPJ_06359;124823341;-5030658;1997-01-21;Construção de rodovias;2025-05-31;28;Declínio;201;82
CNPJ_06360;106990;-514;2020-12-11;Produção de ferro-gusa;2025-05-31;4;Expansão;362677;104064
CNPJ_06361;131892;-2594;2022-02-17;Engenharia civil;2025-05-31;3;Expansão;0;99
CNPJ_06362;254810;23487;2020-10-07;Transporte ferroviário de carga;2025-05-31;5;Maturidade;4967484;1337495
CNPJ_06363;46956649;-915289;1997-10-03;Comércio atacadista de alimentos;2025-05-31;28;Declínio;14105;0
CNPJ_06364;2792685;416386;2022-05-27;Fabricação de papel;2025-05-31;3;Expansão;281693;135073
CNPJ_06349;2789031;232666;2014-09-22;Restaurantes e similares;2025-05-31;11;Declínio;5467;0
CNPJ_06348;252157;21533;2023-12-17;Produção de ferro-gusa;2025-05-31;1;Início;10;19
CNPJ_06347;190405;24458;2022-02-28;Padaria e confeitaria;2025-05-31;3;Expansão;39;0
CNPJ_06346;2047098;48646;2017-08-06;Administração pública;2025-05-31;8;Maturidade;0;0
CNPJ_06330;52981168;1607161;2005-06-12;Administração pública;2025-05-31;20;Declínio;809768;250233
CNPJ_06331;15453745;-1055383;2017-06-09;Distribuição de energia elétrica;2025-05-31;8;Maturidade;0;45
CNPJ_06332;2283368;-5635;2016-09-07;Obras de infraestrutura elétrica;2025-05-31;9;Maturidade;0;58
CNPJ_06333;2875277;-430209;2017-03-23;Televisão por assinatura;2025-05-31;8;Maturidade;0;0
CNPJ_06334;211836;-20182;2020-06-20;Extração de petróleo e gás natural;2025-05-31;5;Maturidade;307;0
CNPJ_06335;2075024;-307607;2015-07-03;Cultivo de trigo;2025-05-31;10;Declínio;66;0
CNPJ_06336;3126965;-216029;2004-07-29;Construção de edifícios;2025-05-31;21;Declínio;0;180
CNPJ_06365;242149;15903;2022-03-29;Televisão por assinatura;2025-05-31;3;Expansão;8637981;9308474
CNPJ_06337;93055;4767;2022-02-06;Fabricação de caminhões e ônibus;2025-05-31;3;Expansão;0;80
CNPJ_06339;2948126;-20468;2016-02-16;Engenharia civil;2025-05-31;9;Maturidade;0;0
CNPJ_06340;2823889;281137;2019-07-14;Fabricação de caminhões e ônibus;2025-05-31;6;Maturidade;90;0
CNPJ_06341;7358312;-531668;2007-10-26;Cultivo de trigo;2025-05-31;18;Declínio;103;0
CNPJ_06342;1504238;94040;2021-10-19;Produção de ferro-gusa;2025-05-31;4;Expansão;29;30
CNPJ_06343;4265679;47585;2004-12-01;Transporte rodoviário de carga;2025-05-31;20;Declínio;1175;1269
CNPJ_06344;251276;-17250;2020-04-27;Obras de infraestrutura elétrica;2025-05-31;5;Maturidade;0;0
CNPJ_06345;711638;68553;2015-08-24;Fabricação de caminhões e ônibus;2025-05-31;10;Declínio;2289859;364185
CNPJ_06338;27059032;869165;2001-01-23;Fabricação de caminhões e ônibus;2025-05-31;24;Declínio;1231;0
CNPJ_06329;33636735;1768800;1998-08-21;Atividades hospitalares;2025-05-31;27;Declínio;0;0
CNPJ_06366;279345;-3605;2019-09-18;Produção cinematográfica;2025-05-31;6;Maturidade;0;30
CNPJ_06368;2002567;49649;2015-03-12;Defesa nacional;2025-05-31;10;Declínio;0;0
CNPJ_06389;155206033;9439089;1995-01-25;Comércio atacadista de alimentos;2025-05-31;30;Declínio;919911;249931
CNPJ_06390;1089898;-56152;2016-02-22;Atividades de bancos múltiplos;2025-05-31;9;Maturidade;0;0
CNPJ_06391;1275542;189426;2018-07-05;Construção de edifícios;2025-05-31;7;Maturidade;82871;160104
CNPJ_06392;278995;5681;2022-10-14;Consultoria empresarial;2025-05-31;3;Expansão;4446;424
CNPJ_06393;2142691;112045;2017-09-15;Atividades hospitalares;2025-05-31;8;Maturidade;35;0
CNPJ_06394;25050755;-1171062;2021-03-02;Comércio atacadista de bebidas;2025-05-31;4;Expansão;2577;0
CNPJ_06395;24603614;-1009093;2001-06-03;Televisão aberta;2025-05-31;24;Declínio;251;0
CNPJ_06396;20946076;-1554283;2015-05-13;Seguros de vida;2025-05-31;10;Declínio;678372;159329
CNPJ_06397;10053373;-73637;2010-10-17;Consultoria empresarial;2025-05-31;15;Declínio;0;39
CNPJ_06398;633764;-47784;2016-09-09;Comércio varejista de combustíveis;2025-05-31;9;Maturidade;0;777
CNPJ_06399;1740995;-20591;2019-07-10;Educação superior;2025-05-31;6;Maturidade;0;35
CNPJ_06400;293170;8396;2021-08-10;Comércio atacadista de medicamentos;2025-05-31;4;Expansão;0;30
CNPJ_06401;813925;-42775;2019-04-08;Cultivo de milho;2025-05-31;6;Maturidade;44;0
CNPJ_06402;1531332;103336;2022-05-19;Serviços de tecnologia da informação;2025-05-31;3;Expansão;0;35
CNPJ_06403;2903998;-306080;2019-10-11;Fabricação de móveis;2025-05-31;6;Maturidade;74;37
CNPJ_06388;204522;27523;2020-05-10;Geração de energia elétrica;2025-05-31;5;Maturidade;2429516;609177
CNPJ_06387;65439;1871;2023-12-12;Atividades hospitalares;2025-05-31;1;Início;2944;1394
CNPJ_06386;2014431;293215;2014-08-13;Produção de ferro-gusa;2025-05-31;11;Declínio;2627;7728
CNPJ_06385;1020477;65096;2021-05-06;Restaurantes e similares;2025-05-31;4;Expansão;0;412
CNPJ_06369;2344897;-23356;2016-01-26;Comércio atacadista de alimentos;2025-05-31;9;Maturidade;0;0
CNPJ_06370;94749;3987;2022-04-03;Educação superior;2025-05-31;3;Expansão;119039;63094
CNPJ_06371;13627428;-886217;1999-10-03;Educação superior;2025-05-31;26;Declínio;13;0
CNPJ_06372;2618012;85838;2018-02-25;Fabricação de caminhões e ônibus;2025-05-31;7;Maturidade;1508;3675
CNPJ_06373;224212;15887;2023-08-03;Comércio varejista de combustíveis;2025-05-31;2;Expansão;0;16152
CNPJ_06374;1169840;-100408;2016-05-10;Atividades hospitalares;2025-05-31;9;Maturidade;2310;0
CNPJ_06375;2475062;157127;2020-09-02;Transporte ferroviário de carga;2025-05-31;5;Maturidade;24911;0
CNPJ_06367;72890;10674;2023-07-06;Produção de ferro-gusa;2025-05-31;2;Expansão;515973;229995
CNPJ_06376;94797;-9190;2021-06-05;Televisão aberta;2025-05-31;4;Expansão;1601;52
CNPJ_06378;64819;-4149;2021-08-23;Atividades de bancos múltiplos;2025-05-31;4;Expansão;1188452;1405482
CNPJ_06379;859322;-25509;2018-06-19;Fabricação de papel;2025-05-31;7;Maturidade;1037;0
CNPJ_06380;78993701;-6603185;2006-04-17;Construção de barragens;2025-05-31;19;Declínio;0;109
CNPJ_06381;2842183;92521;2015-04-07;Televisão por assinatura;2025-05-31;10;Declínio;66;0
CNPJ_06382;744435;7413;2015-04-29;Comércio varejista de alimentos;2025-05-31;10;Declínio;3597;2113
CNPJ_06383;243272;16286;2023-03-01;Comércio varejista de alimentos;2025-05-31;2;Expansão;0;282
CNPJ_06384;252959;-22680;2019-08-22;Extração de minério de ferro;2025-05-31;6;Maturidade;0;74
CNPJ_06377;111890533;-10062007;2014-08-14;Atividades de bancos múltiplos;2025-05-31;11;Declínio;0;0
CNPJ_06404;121004;-7733;2022-09-29;Transporte ferroviário de carga;2025-05-31;3;Expansão;0;7368
CNPJ_06328;1107062;-1161;2021-01-05;Fabricação de caminhões e ônibus;2025-05-31;4;Expansão;13866265;8695460
CNPJ_06326;106735;6603;2023-12-15;Comércio varejista de alimentos;2025-05-31;1;Início;3014;0
CNPJ_06272;5391284;-178705;2012-07-12;Construção de edifícios;2025-05-31;13;Declínio;3253;0
CNPJ_06273;8225736;311906;1999-01-18;Cultivo de trigo;2025-05-31;26;Declínio;0;2638
CNPJ_06274;207536;19904;2019-01-19;Produção cinematográfica;2025-05-31;6;Maturidade;0;26
CNPJ_06275;232530;-18324;2020-03-15;Engenharia civil;2025-05-31;5;Maturidade;0;974
CNPJ_06276;1597585;-38619;2020-06-14;Telecomunicações sem fio;2025-05-31;5;Maturidade;18474142;5695942
CNPJ_06277;596717;-49158;2018-11-20;Comércio atacadista de alimentos;2025-05-31;7;Maturidade;2735689;541599
CNPJ_06278;18764385;586417;2009-11-20;Telecomunicações sem fio;2025-05-31;16;Declínio;2380;635
CNPJ_06279;1672480;55088;2022-03-06;Montagem industrial;2025-05-31;3;Expansão;0;0
CNPJ_06280;39299738;-1629576;1996-05-09;Televisão aberta;2025-05-31;29;Declínio;334;38
CNPJ_06281;225935;5290;2019-02-19;Comércio atacadista de medicamentos;2025-05-31;6;Maturidade;110;187
CNPJ_06282;1078416;26558;2016-04-29;Fabricação de caminhões e ônibus;2025-05-31;9;Maturidade;0;78
CNPJ_06283;886496;-55364;2015-06-30;Distribuição de energia elétrica;2025-05-31;10;Declínio;597;3779
CNPJ_06284;166736;-11312;2023-12-27;Comércio atacadista de tecidos;2025-05-31;1;Início;0;0
CNPJ_06285;1962599;-181226;2022-02-11;Geração de energia elétrica;2025-05-31;3;Expansão;9850369;4967486
CNPJ_06286;1217279;-37264;2016-01-14;Comércio atacadista de bebidas;2025-05-31;9;Maturidade;939;0
CNPJ_06271;2402832;-195740;2019-03-17;Restaurantes e similares;2025-05-31;6;Maturidade;0;120
CNPJ_06270;1891981;-50217;2020-12-03;Consultoria empresarial;2025-05-31;4;Expansão;11586;0
CNPJ_06269;2710471;-178083;2016-07-16;Transporte ferroviário de carga;2025-05-31;9;Maturidade;8365;0
CNPJ_06268;1731884;-161602;2019-03-26;Hotéis e pousadas;2025-05-31;6;Maturidade;6490490;738149
CNPJ_06873;26030509;1192962;2004-08-11;Extração de minério de ferro;2025-05-31;21;Declínio;5628;0
CNPJ_06253;653443;-59305;2020-09-26;Serviços de tecnologia da informação;2025-05-31;5;Maturidade;64;0
CNPJ_06254;19674316;1902016;2005-11-11;Geração de energia elétrica;2025-05-31;20;Declínio;0;1262
CNPJ_06255;186723;17192;2019-08-26;Defesa nacional;2025-05-31;6;Maturidade;11846;0
CNPJ_06256;218066;1861;2019-12-20;Cultivo de arroz;2025-05-31;5;Maturidade;0;51
CNPJ_06257;73805;2020;2022-12-22;Atividades hospitalares;2025-05-31;2;Expansão;216384;0
CNPJ_06258;2645483;-81982;2020-05-08;Transporte rodoviário de carga;2025-05-31;5;Maturidade;0;5551
CNPJ_06287;209286;-20897;2022-12-28;Hotéis e pousadas;2025-05-31;2;Expansão;61659;50998
CNPJ_06259;1040152;56356;2017-09-09;Seguros de vida;2025-05-31;8;Maturidade;23144074;8036828
CNPJ_06261;1529257;-141714;2018-11-29;Comércio varejista de alimentos;2025-05-31;7;Maturidade;8;94
CNPJ_06262;5416560;-195410;2012-10-07;Planos de saúde;2025-05-31;13;Declínio;0;3472
CNPJ_06263;199298;-5015;2021-03-29;Construção de barragens;2025-05-31;4;Expansão;7815;1343
CNPJ_06264;214325;25;2023-09-27;Fabricação de automóveis;2025-05-31;2;Expansão;640781;83556
CNPJ_06265;21308099;127163;2019-10-27;Restaurantes e similares;2025-05-31;6;Maturidade;0;2629
CNPJ_06266;1102159;-54560;2017-11-22;Fabricação de produtos químicos;2025-05-31;8;Maturidade;0;0
CNPJ_06267;12862988;-962947;2012-11-29;Comércio atacadista de calçados;2025-05-31;13;Declínio;4690800;2179977
CNPJ_06260;647728;42248;2015-11-26;Extração de minério de ferro;2025-05-31;10;Declínio;0;0
CNPJ_06327;1479046;-80393;2019-07-20;Comércio varejista de alimentos;2025-05-31;6;Maturidade;0;0
CNPJ_06288;752002;20215;2014-08-08;Cultivo de arroz;2025-05-31;11;Declínio;3216;0
CNPJ_06290;53190;4502;2021-10-28;Montagem industrial;2025-05-31;4;Expansão;226;545093
CNPJ_06311;679267;-39596;2018-09-06;Comércio varejista de alimentos;2025-05-31;7;Maturidade;75;0
CNPJ_06312;2980643;99976;2016-12-05;Planos de saúde;2025-05-31;8;Maturidade;57;25
CNPJ_06313;2532037;-121869;2016-09-09;Construção de edifícios;2025-05-31;9;Maturidade;34;0
CNPJ_06314;404551;-35928;2017-09-10;Comércio atacadista de medicamentos;2025-05-31;8;Maturidade;604;0
CNPJ_06315;2289475;-178474;2018-05-13;Seguros de vida;2025-05-31;7;Maturidade;10056;0
CNPJ_06316;3524445;-89800;2019-08-30;Produção cinematográfica;2025-05-31;6;Maturidade;347;0
CNPJ_06317;115127;-3174;2023-10-23;Cultivo de soja;2025-05-31;2;Expansão;0;98
CNPJ_06318;150594;18199;2023-11-23;Hotéis e pousadas;2025-05-31;2;Expansão;0;0
CNPJ_06319;1737739;46679;2019-10-21;Montagem industrial;2025-05-31;6;Maturidade;0;2207
CNPJ_06320;166576;10853;2020-11-02;Montagem industrial;2025-05-31;5;Maturidade;126;17
CNPJ_06321;104568;6954;2023-06-15;Cultivo de soja;2025-05-31;2;Expansão;2105;336
CNPJ_06322;13801689;-499871;2010-06-02;Armazenamento geral;2025-05-31;15;Declínio;35567;35266
CNPJ_06323;1094433;-45345;2022-07-23;Cultivo de trigo;2025-05-31;3;Expansão;0;1571
CNPJ_06324;1547188;88608;2015-05-19;Construção de rodovias;2025-05-31;10;Declínio;6540;449
CNPJ_06325;132664715;5066311;1994-11-14;Cultivo de arroz;2025-05-31;31;Declínio;5188;1595
CNPJ_06310;1241221;109851;2018-10-14;Fabricação de caminhões e ônibus;2025-05-31;7;Maturidade;1204510;157299
CNPJ_06309;220754;19091;2022-05-28;Engenharia civil;2025-05-31;3;Expansão;103;0
CNPJ_06308;104033;2288;2023-12-06;Educação superior;2025-05-31;1;Início;0;1864
CNPJ_06307;2433767;237476;2019-11-17;Construção de rodovias;2025-05-31;6;Maturidade;186;39
CNPJ_06291;13030158;-556644;2002-12-13;Transporte ferroviário de carga;2025-05-31;22;Declínio;281;189
CNPJ_06292;115179243;-4648880;2008-04-25;Fabricação de caminhões e ônibus;2025-05-31;17;Declínio;3791;242
CNPJ_06293;368535;-34463;2021-11-08;Construção de rodovias;2025-05-31;4;Expansão;8874;0
CNPJ_06294;212644;3427;2022-11-18;Comércio varejista de combustíveis;2025-05-31;3;Expansão;5625;1002
CNPJ_06295;9495861;-335525;2015-09-17;Administração pública;2025-05-31;10;Declínio;0;104
CNPJ_06296;1886170;-112500;2016-08-06;Fabricação de automóveis;2025-05-31;9;Maturidade;0;40
CNPJ_06297;248750;10709;2023-08-13;Cultivo de arroz;2025-05-31;2;Expansão;416;0
CNPJ_06289;1581098;140910;2019-02-05;Geração de energia elétrica;2025-05-31;6;Maturidade;64;0
CNPJ_06298;1261169;-109012;2017-04-12;Extração de petróleo e gás natural;2025-05-31;8;Maturidade;140;0
CNPJ_06300;810439;-77603;2021-12-21;Geração de energia elétrica;2025-05-31;3;Expansão;285;0
CNPJ_06301;1580448;100525;2022-08-30;Seguros de vida;2025-05-31;3;Expansão;13220;600
CNPJ_06302;293952;-28029;2022-05-27;Planos de saúde;2025-05-31;3;Expansão;0;275
CNPJ_06303;440152;-21933;2016-01-22;Fabricação de produtos químicos;2025-05-31;9;Maturidade;0;73
CNPJ_06304;457760;20883;2019-03-28;Distribuição de energia elétrica;2025-05-31;6;Maturidade;0;30
CNPJ_06305;102397751;-12055903;2012-08-04;Montagem industrial;2025-05-31;13;Declínio;0;42
CNPJ_06306;60261;-4877;2022-11-30;Atividades de bancos múltiplos;2025-05-31;2;Expansão;0;7
CNPJ_06299;334598;19631;2016-07-31;Defesa nacional;2025-05-31;9;Maturidade;0;317
CNPJ_06405;2487763;248733;2017-07-23;Televisão aberta;2025-05-31;8;Maturidade;0;9
CNPJ_06406;141774116;-10853995;2007-02-06;Montagem industrial;2025-05-31;18;Declínio;37;0
CNPJ_06407;3028797;-223582;2008-02-28;Extração de minério de ferro;2025-05-31;17;Declínio;0;156
CNPJ_06507;2498549;126885;2015-04-24;Telecomunicações sem fio;2025-05-31;10;Declínio;388;154
CNPJ_06508;2737008;-27121;2022-07-25;Engenharia civil;2025-05-31;3;Expansão;4887121;2554535
CNPJ_06509;22037139;376643;2000-07-26;Administração pública;2025-05-31;25;Declínio;46;2250
CNPJ_06510;13231124;1060723;2012-09-16;Comércio atacadista de calçados;2025-05-31;13;Declínio;330;111
CNPJ_06511;543746;26583;2022-12-22;Produção de alumínio;2025-05-31;2;Expansão;13843;0
